source,outer_key,name,group,oracle,untuned_J,raw_R+B,raw_R+P+B,selected_model,selected_alpha,selected,B_nested,B_alpha,B_inner_score,R+B_nested,R+B_alpha,R+B_inner_score,R+P+B_nested,R+P+B_alpha,R+P+B_inner_score,full7_nested,full7_alpha,full7_inner_score
g5_3deg_60deg,C,Group_C3_dragon_100k_1.5x_3deg_60deg,C,1.0,1.8505158253665277,1.8592263175634993,1.8505158253665277,B,0.01,1.919029949449936,1.919029949449936,0.01,4.5094525850295355,1.6310129050239435,100.0,4.775695469736303,1.775092434932046,0.01,4.767431242047354,1.6310129050239435,10.0,5.227252096456962
g5_3deg_0deg,C,Group_C4_happy_50k_0.75x_3deg_0deg,C,1.0555326335432822,1.2537774038288063,1.3050628845856425,1.2537774038288063,B,0.01,1.3050628845856425,1.3050628845856425,0.01,4.5094525850295355,1.2537774038288063,100.0,4.775695469736303,1.3312890100100485,0.01,4.767431242047354,1.4721786342733583,10.0,5.227252096456962
g5_3deg_30deg,C,Group_C4_happy_50k_0.75x_3deg_30deg,C,1.144964694481414,1.5618071297200116,1.4518245690979095,1.5618071297200116,B,0.01,1.4518245690979095,1.4518245690979095,0.01,4.5094525850295355,1.5618071297200116,100.0,4.775695469736303,1.6748180945990454,0.01,4.767431242047354,1.8323842884921235,10.0,5.227252096456962
g5_3deg_45deg,C,Group_C4_happy_50k_0.75x_3deg_45deg,C,1.1495551010205556,1.826505085535608,1.812237828817228,1.826505085535608,B,0.01,1.812237828817228,1.812237828817228,0.01,4.5094525850295355,1.826505085535608,100.0,4.775695469736303,1.9030788334101376,0.01,4.767431242047354,2.10127956449563,10.0,5.227252096456962
g5_3deg_60deg,C,Group_C4_happy_50k_0.75x_3deg_60deg,C,1.154225632490849,3.4701340454366383,4.69922662185533,3.4701340454366383,B,0.01,4.69922662185533,4.69922662185533,0.01,4.5094525850295355,3.4701340454366383,100.0,4.775695469736303,3.5894549886985283,0.01,4.767431242047354,3.8056906092871134,10.0,5.227252096456962
g5_3deg_0deg,C,Group_C5_lucy_50k_3deg_0deg,C,1.0003126830325642,1.388942847465305,1.388942847465305,1.388942847465305,B,0.01,1.388942847465305,1.388942847465305,0.01,4.5094525850295355,1.372217533514015,100.0,4.775695469736303,1.1035206305723246,0.01,4.767431242047354,1.1035206305723246,10.0,5.227252096456962
g5_3deg_30deg,C,Group_C5_lucy_50k_3deg_30deg,C,1.0,1.1335183161834168,1.1335183161834168,1.1335183161834168,B,0.01,1.1335183161834168,1.1335183161834168,0.01,4.5094525850295355,1.1335183161834168,100.0,4.775695469736303,1.9197474202526617,0.01,4.767431242047354,1.9197474202526617,10.0,5.227252096456962
g5_3deg_45deg,C,Group_C5_lucy_50k_3deg_45deg,C,1.0,1.159594378868067,1.162643136676464,1.159594378868067,B,0.01,1.162643136676464,1.162643136676464,0.01,4.5094525850295355,1.187976444788568,100.0,4.775695469736303,2.7419810836527962,0.01,4.767431242047354,2.8042240316801315,10.0,5.227252096456962
g5_3deg_60deg,C,Group_C5_lucy_50k_3deg_60deg,C,1.0,1.2348063800820093,1.2348063800820093,1.2348063800820093,B,0.01,1.2348063800820093,1.2348063800820093,0.01,4.5094525850295355,1.439556484898091,100.0,4.775695469736303,5.511480980801698,0.01,4.767431242047354,5.1233672766303275,10.0,5.227252096456962
g5_3deg_0deg,D,Group_D10_37416_3deg_0deg,D,1.0883499447165705,3.311768133147312,3.3666103290610816,3.311768133147312,R+B,0.01,2.9841964805924146,1.5947946606789463,0.01,2.0589996775474892,2.9841964805924146,0.01,2.044872592604945,3.3512763234877334,100.0,2.130768942830599,3.2431719795116813,10.0,2.205847317616035
